ID produktu;Kategoria;Podkategoria;Nazwa produktu;Cena zakupu;ID Dostawcy;Rozmiar opakowania;Minimum do zamówienia
OFF-FA-10002763;Wsparcie biura;Łączniki;Advantus Map Pennant Flags and Round Head Tacks;5,22;PEN-28;6;54
OFF-PA-10004239;Wsparcie biura;Papier;Xerox 1953;6,21;HAR-21;3;6
OFF-PA-10004782;Wsparcie biura;Papier;Xerox 228;9,59;MED-24;3;6
FUR-FU-10001185;Meble;Meble;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;43,61;OBE-10;1;9
OFF-PA-10003270;Wsparcie biura;Papier;Xerox 1954;5,54;PLA-26;2;6
OFF-PA-10002421;Wsparcie biura;Papier;Embossed Ink Jet Note Cards;24,38;MED-24;3;9
OFF-PA-10002923;Wsparcie biura;Papier;Xerox 1942;53,83;PIE-22;3;9
OFF-ST-10001128;Wsparcie biura;Składowanie;Carina Mini System Audio Rack, Model AR050B;69,92;HAR-21;8;48
OFF-PA-10000520;Wsparcie biura;Papier;Xerox 201;9,59;PIE-22;1;4
FUR-FU-10003832;Meble;Meble;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;12,01;STI-01;1;4
FUR-FU-10000409;Meble;Meble;GE 4 Foot Flourescent Tube, 40 Watt;21,87;BES-08;1;3
TEC-PH-10004389;Technologiczne;Telefony;Nokia Lumia 925;158,75;X-H-15;2;8
OFF-SU-10000946;Wsparcie biura;Wsparcie;Staple remover;10,3;PIE-22;17;102
FUR-FU-10001546;Meble;Meble;Dana Swing-Arm Lamps;9,08;AMP-04;1;6
OFF-PA-10000791;Wsparcie biura;Papier;Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book;6,92;SCR-27;1;4
OFF-PA-10003739;Wsparcie biura;Papier;Xerox 1969;8,61;PEN-28;4;8
FUR-FU-10000771;Meble;Meble;Eldon 200 Class Desk Accessories, Smoke;8,92;EXW-09;1;5
OFF-ST-10002615;Wsparcie biura;Składowanie;Dual Level, Single-Width Filing Carts;195,38;LEC-23;6;18
OFF-PA-10000327;Wsparcie biura;Papier;Xerox 1971;6,21;COL-29;4;12
OFF-EN-10003286;Wsparcie biura;Koperty;Staple envelope;12,17;MED-24;9;81
OFF-AR-10003772;Wsparcie biura;Artykuły;Boston 16750 Black Compact Battery Pencil Sharpener;11,38;HAR-21;10;80
OFF-AR-10003338;Wsparcie biura;Artykuły;"Eberhard Faber 3 1/2"" Golf Pencils";6,32;COL-29;6;30
FUR-FU-10002116;Meble;Meble;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;75,66;BBB-03;1;2
FUR-CH-10000422;Meble;Krzesła;Global Highback Leather Tilter in Burgundy;105,55;TER-06;1;5
FUR-FU-10002685;Meble;Meble;"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";25,81;AMP-04;1;7
FUR-FU-10004963;Meble;Meble;Eldon 400 Class Desk Accessories, Black Carbon;12,43;TER-06;1;2
OFF-BI-10000174;Wsparcie biura;Segregatory;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;6,26;TYP-30;10;80
FUR-CH-10004875;Meble;Krzesła;Harbour Creations 67200 Series Stacking Chairs;61,93;CRO-07;1;9
FUR-FU-10000305;Meble;Meble;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";53,95;ANG-05;1;2
TEC-PH-10001459;Technologiczne;Telefony;Samsung Galaxy Mega 6.3;361,19;REN-17;2;6
FUR-FU-10002445;Meble;Meble;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;13,27;BBB-03;1;2
OFF-PA-10000213;Wsparcie biura;Papier;Xerox 198;5,33;MED-24;1;4
FUR-CH-10001797;Meble;Krzesła;Safco Chair Connectors, 6/Carton;26,55;EXW-09;1;3
OFF-PA-10003848;Wsparcie biura;Papier;Xerox 1997;7;COL-25;1;3
FUR-FU-10000755;Meble;Meble;Eldon Expressions Mahogany Wood Desk Collection;7,8;EXW-09;1;6
FUR-FU-10000550;Meble;Meble;Stacking Trays by OIC;4,63;AMP-04;1;7
TEC-MA-10004521;Technologiczne;Maszyny;Epson Perfection V600 Photo Scanner;11,5;DOD-20;1;3
OFF-BI-10003655;Wsparcie biura;Segregatory;Durable Pressboard Binders;5,59;COL-25;24;216
OFF-AP-10003779;Wsparcie biura;Urządzenia;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;269,72;COL-29;10;90
OFF-FA-10002701;Wsparcie biura;Łączniki;Alliance Rubber Bands;1,75;SCR-27;17;153
OFF-BI-10002799;Wsparcie biura;Segregatory;"SlimView Poly Binder, 3/8""";5,49;MED-24;8;56
OFF-AR-10003582;Wsparcie biura;Artykuły;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;36,03;LEC-23;14;70
FUR-FU-10004666;Meble;Meble;DAX Clear Channel Poster Frame;19,98;CRO-07;1;3
OFF-EN-10002312;Wsparcie biura;Koperty;#10 Self-Seal White Envelopes;16,53;PLA-26;23;207
FUR-CH-10002320;Meble;Krzesła;Hon Pagoda Stacking Chairs;288,88;BBB-03;1;10
OFF-AR-10001216;Wsparcie biura;Artykuły;Newell 339;3,5;SCR-27;17;102
FUR-FU-10003247;Meble;Meble;36X48 HARDFLOOR CHAIRMAT;22,45;STI-01;1;4
FUR-TA-10003837;Meble;Tabel;Anderson Hickey Conga Table Tops & Accessories;10,51;BBB-03;1;3
TEC-PH-10002350;Technologiczne;Telefony;Apple EarPods with Remote and Mic;35,83;X-H-15;1;4
TEC-AC-10000397;Technologiczne;Akcesoria;Perixx PERIBOARD-512B, Ergonomic Split Keyboard;37,44;DOD-20;14;112
TEC-AC-10004001;Technologiczne;Akcesoria;Logitech Wireless Headset H600 Over-The-Head Design;60,62;AKO-14;5;50
OFF-PA-10001534;Wsparcie biura;Papier;Xerox 230;9,59;TYP-30;3;12
FUR-FU-10002379;Meble;Meble;Eldon Econocleat Chair Mats for Low Pile Carpets;46,45;OBE-10;1;3
TEC-PH-10000526;Technologiczne;Telefony;Vtech CS6719;122,87;REN-17;1;5
OFF-PA-10001977;Wsparcie biura;Papier;Xerox 194;82,11;TYP-30;4;16
FUR-BO-10003660;Meble;Regały;Bush Cubix Collection Bookcases, Fully Assembled;271,81;AMP-04;1;4
OFF-BI-10001267;Wsparcie biura;Segregatory;Universal Recycled Hanging Pressboard Report Binders, Letter Size;0,49;PEN-28;12;120
OFF-PA-10002741;Wsparcie biura;Papier;Xerox 1980;6,21;HAR-21;1;2
OFF-PA-10001471;Wsparcie biura;Papier;Strathmore Photo Frame Cards;10,67;SCR-27;1;4
TEC-MA-10001972;Technologiczne;Maszyny;Okidata C331dn Printer;300,14;DOD-20;2;4
FUR-FU-10003464;Meble;Meble;"Seth Thomas 8 1/2"" Cubicle Clock";18,66;STI-01;1;3
OFF-PA-10004438;Wsparcie biura;Papier;Xerox 1907;18,05;COL-25;1;3
FUR-FU-10004586;Meble;Meble;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;9,83;BBB-03;1;8
TEC-PH-10004908;Technologiczne;Telefony;Panasonic KX TS3282W Corded phone;76,49;AKO-14;3;12
FUR-CH-10004495;Meble;Krzesła;Global Leather and Oak Executive Chair, Black;267,87;ANG-05;1;10
TEC-MA-10000418;Technologiczne;Maszyny;Cubify CubeX 3D Printer Double Head Print;-420;WTF-11;3;12
OFF-BI-10004600;Wsparcie biura;Segregatory;Ibico Ibimaster 300 Manual Binding System;533,59;SCR-27;19;95
OFF-BI-10004040;Wsparcie biura;Segregatory;Wilson Jones Impact Binders;-0,57;COL-25;10;50
OFF-AR-10001615;Wsparcie biura;Artykuły;Newell 34;25;LEC-23;17;102
TEC-PH-10001299;Technologiczne;Telefony;Polycom CX300 Desktop Phone USB VoIP phone;131,99;STI-12;1;4
OFF-AR-10004260;Wsparcie biura;Artykuły;Boston 1799 Powerhouse Electric Pencil Sharpener;33,25;LEC-23;18;108
OFF-EN-10004773;Wsparcie biura;Koperty;Staple envelope;33,77;PIE-22;19;95
OFF-BI-10001787;Wsparcie biura;Segregatory;Wilson Jones Four-Pocket Poly Binders;7,13;TYP-30;25;225
OFF-ST-10002957;Wsparcie biura;Składowanie;Sterilite Show Offs Storage Containers;3,17;COL-25;10;90
OFF-FA-10001883;Wsparcie biura;Łączniki;Alliance Super-Size Bands, Assorted Sizes;7,86;SCR-27;10;50
TEC-PH-10001644;Technologiczne;Telefony;BlueLounge Milo Smartphone Stand, White/Metallic;26,39;DOD-20;2;8
OFF-LA-10000407;Wsparcie biura;Etykiety;Avery White Multi-Purpose Labels;7,27;PLA-26;12;60
TEC-AC-10000420;Technologiczne;Akcesoria;Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning;93,79;DOD-20;13;117
OFF-EN-10004846;Wsparcie biura;Koperty;Letter or Legal Size Expandable Poly String Tie Envelopes;2,9;LEC-23;9;54
OFF-SU-10003567;Wsparcie biura;Wsparcie;Stiletto Hand Letter Openers;6,05;COL-29;19;190
OFF-ST-10002301;Wsparcie biura;Składowanie;Tennsco Commercial Shelving;12,41;MED-24;7;56
TEC-PH-10003095;Technologiczne;Telefony;Samsung HM1900 Bluetooth Headset;24,15;PMM-13;3;6
TEC-PH-10004912;Technologiczne;Telefony;Cisco SPA112 2 Port Phone Adapter;48,91;PMM-13;3;15
OFF-AR-10000799;Wsparcie biura;Artykuły;Col-Erase Pencils with Erasers;7,84;PLA-26;14;70
OFF-PA-10004609;Wsparcie biura;Papier;Xerox 221;7;COL-25;1;2
TEC-PH-10003171;Technologiczne;Telefony;Plantronics Encore H101 Dual Earpieces Headset;57,54;WTF-11;3;12
OFF-AP-10000595;Wsparcie biura;Urządzenia;Disposable Triple-Filter Dust Bags;5,51;LEC-23;5;40
TEC-AC-10003399;Technologiczne;Akcesoria;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;51,46;STI-12;8;40
TEC-MA-10002428;Technologiczne;Maszyny;Fellowes Powershred HS-440 4-Sheet High Security Shredder;224,74;WTF-11;2;4
TEC-PH-10001128;Technologiczne;Telefony;Motorola Droid Maxx;72;REN-17;1;4
OFF-PA-10001033;Wsparcie biura;Papier;Xerox 1893;44,68;LEC-23;1;4
TEC-AC-10000474;Technologiczne;Akcesoria;Kensington Expert Mouse Optical USB Trackball for PC or Mac;85,49;AKO-14;11;77
FUR-FU-10002963;Meble;Meble;Master Caster Door Stop, Gray;0,71;AVF-02;1;2
FUR-FU-10000193;Meble;Meble;Tenex Chairmats For Use with Hard Floors;35,08;BES-08;1;3
OFF-BI-10000962;Wsparcie biura;Segregatory;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";17,73;COL-25;25;250
OFF-AP-10002867;Wsparcie biura;Urządzenia;Fellowes Command Center 5-outlet power strip;86,16;COL-25;6;36
FUR-BO-10002916;Meble;Regały;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";152,17;BBB-03;1;3
FUR-TA-10004152;Meble;Tabel;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";66,53;BES-08;1;7
FUR-FU-10000672;Meble;Meble;"Executive Impressions 10"" Spectator Wall Clock";15,76;CRO-07;1;4
FUR-BO-10002598;Meble;Regały;Hon Metal Bookcases, Putty;91,57;TER-06;1;7
OFF-PA-10004610;Wsparcie biura;Papier;Xerox 1900;4,49;HAR-21;2;6
FUR-FU-10000320;Meble;Meble;OIC Stacking Trays;3,47;EXW-09;1;2
FUR-CH-10003535;Meble;Krzesła;Global Armless Task Chair, Royal Blue;59,15;AMP-04;1;2
FUR-FU-10003919;Meble;Meble;Eldon Executive Woodline II Cherry Finish Desk Accessories;3,27;STI-01;1;3
OFF-PA-10000174;Wsparcie biura;Papier;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";11;LEC-23;4;16
FUR-FU-10002703;Meble;Meble;"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""";72,19;ANG-05;1;5
TEC-PH-10002415;Technologiczne;Telefony;Polycom VoiceStation 500 Conference phone;250,71;AKO-14;1;3
OFF-AR-10000657;Wsparcie biura;Artykuły;Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box;2;HAR-21;25;125
OFF-PA-10004996;Wsparcie biura;Papier;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";11,04;SCR-27;4;12
OFF-PA-10003363;Wsparcie biura;Papier;Xerox 204;9,59;COL-25;1;2
TEC-AC-10002305;Technologiczne;Akcesoria;KeyTronic E03601U1 - Keyboard - Beige;21,24;AKO-14;13;104
TEC-AC-10000990;Technologiczne;Akcesoria;Imation Bio 2GB USB Flash Drive Imation Corp;186,28;PMM-13;12;72
FUR-BO-10001608;Meble;Regały;Hon Metal Bookcases, Black;43,3;BBB-03;1;8
FUR-BO-10000112;Meble;Regały;Bush Birmingham Collection Bookcase, Dark Cherry;78,59;STI-01;1;5
TEC-PH-10004120;Technologiczne;Telefony;AT&T 1080 Phone;117,81;DOD-20;2;10
OFF-BI-10003476;Wsparcie biura;Segregatory;Avery Metallic Poly Binders;8,48;TYP-30;5;25
TEC-MA-10002859;Technologiczne;Maszyny;Ativa MDM8000 8-Sheet Micro-Cut Shredder;96,29;STI-12;3;12
OFF-AP-10001947;Wsparcie biura;Urządzenia;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;-5,68;MED-24;9;45
OFF-LA-10001982;Wsparcie biura;Etykiety;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;5,55;PEN-28;18;180
TEC-PH-10003484;Technologiczne;Telefony;Ooma Telo VoIP Home Phone System;107,09;PC--16;3;15
OFF-PA-10000007;Wsparcie biura;Papier;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";3,82;COL-29;2;4
OFF-PA-10000552;Wsparcie biura;Papier;Xerox 200;9,59;PEN-28;2;6
OFF-AR-10004062;Wsparcie biura;Artykuły;Staples in misc. colors;13,1;COL-25;18;180
OFF-ST-10000321;Wsparcie biura;Składowanie;Akro Stacking Bins;8,21;PEN-28;1;2
TEC-AC-10002134;Technologiczne;Akcesoria;Rosewill 107 Normal Keys USB Wired Standard Keyboard;9,98;X-H-15;7;63
TEC-PH-10004071;Technologiczne;Telefony;PayAnywhere Card Reader;8,69;MIC-18;2;4
OFF-PA-10004039;Wsparcie biura;Papier;Xerox 1882;61,02;PLA-26;4;8
OFF-AR-10001725;Wsparcie biura;Artykuły;Boston Home & Office Model 2000 Electric Pencil Sharpeners;29,8;SCR-27;23;138
OFF-AR-10004269;Wsparcie biura;Artykuły;Newell 31;5,29;SCR-27;20;180
OFF-BI-10003007;Wsparcie biura;Segregatory;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";41,11;HAR-21;12;108
OFF-SU-10002522;Wsparcie biura;Wsparcie;Acme Kleen Earth Office Shears;5,01;LEC-23;23;115
TEC-AC-10004859;Technologiczne;Akcesoria;Maxell Pro 80 Minute CD-R, 10/Pack;24,47;MIC-18;13;130
TEC-AC-10002558;Technologiczne;Akcesoria;Imation Swivel Flash Drive USB flash drive - 8 GB;10,81;MIC-18;13;78
FUR-FU-10001731;Meble;Meble;Acrylic Self-Standing Desk Frames;2,62;ANG-05;1;8
OFF-SU-10004782;Wsparcie biura;Wsparcie;"Elite 5"" Scissors";7,61;PEN-28;24;168
OFF-SU-10000432;Wsparcie biura;Wsparcie;Acco Side-Punched Conventional Columnar Pads;2,26;LEC-23;10;50
OFF-LA-10004409;Wsparcie biura;Etykiety;Avery 492;3,05;PEN-28;12;96
OFF-ST-10001031;Wsparcie biura;Składowanie;Adjustable Personal File Tote;14;SCR-27;8;48
OFF-LA-10000476;Wsparcie biura;Etykiety;Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll;6,03;TYP-30;24;240
OFF-AR-10002987;Wsparcie biura;Artykuły;Prismacolor Color Pencil Set;27,98;TYP-30;21;189
TEC-CO-10001571;Technologiczne;Kopiarki;Sharp 1540cs Digital Laser Copier;604,99;NAN-19;3;12
FUR-FU-10003026;Meble;Meble;Eldon Regeneration Recycled Desk Accessories, Black;4,79;TER-06;1;2
OFF-ST-10001034;Wsparcie biura;Składowanie;Eldon File Chest Portable File;17,07;LEC-23;10;30
TEC-AC-10000521;Technologiczne;Akcesoria;Verbatim Slim CD and DVD Storage Cases, 50/Pack;15;REN-17;10;60
OFF-SU-10003002;Wsparcie biura;Wsparcie;Letter Slitter;2,6;SCR-27;8;80
TEC-PH-10000730;Technologiczne;Telefony;Samsung Galaxy S4 Active;629,99;DOD-20;1;3
FUR-CH-10004983;Meble;Krzesła;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;101,42;BBB-03;1;6
OFF-FA-10001332;Wsparcie biura;Łączniki;"Acco Banker's Clasps, 5 3/4""-Long";3,08;TYP-30;6;36
TEC-AC-10001874;Technologiczne;Akcesoria;Logitech Wireless Anywhere Mouse MX for PC and Mac;53,99;AKO-14;7;63
OFF-BI-10000494;Wsparcie biura;Segregatory;Acco Economy Flexible Poly Round Ring Binder;0,26;LEC-23;22;220
FUR-TA-10003469;Meble;Tabel;Balt Split Level Computer Training Table;105,45;STI-01;1;10
OFF-AR-10003179;Wsparcie biura;Artykuły;Dixon Ticonderoga Core-Lock Colored Pencils;12,12;SCR-27;15;105
FUR-CH-10003606;Meble;Krzesła;SAFCO Folding Chair Trolley;112,85;OBE-10;1;4
FUR-CH-10003298;Meble;Krzesła;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;90,38;TER-06;1;9
OFF-LA-10003537;Wsparcie biura;Etykiety;Avery 515;18,42;PEN-28;24;240
OFF-PA-10000069;Wsparcie biura;Papier;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;13,95;MED-24;3;12
OFF-PA-10004733;Wsparcie biura;Papier;Things To Do Today Spiral Book;8,63;PLA-26;4;16
TEC-AC-10004814;Technologiczne;Akcesoria;Logitech Illuminated Ultrathin Keyboard with Backlighting;80,36;REN-17;12;108
OFF-SU-10002301;Wsparcie biura;Wsparcie;Serrated Blade or Curved Handle Hand Letter Openers;3,17;PEN-28;24;216
OFF-BI-10004318;Wsparcie biura;Segregatory;Ibico EB-19 Dual Function Manual Binding System;252,57;COL-29;23;207
FUR-FU-10004164;Meble;Meble;Eldon 300 Class Desk Accessories, Black;7,13;AVF-02;1;5
TEC-AC-10001539;Technologiczne;Akcesoria;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;76,79;PMM-13;8;56
TEC-PH-10002789;Technologiczne;Telefony;LG Exalt;135,71;DOD-20;2;6
OFF-BI-10004828;Wsparcie biura;Segregatory;GBC Poly Designer Binding Covers;18,25;SCR-27;25;175
OFF-AR-10001770;Wsparcie biura;Artykuły;Economy #2 Pencils;3,35;LEC-23;24;168
FUR-FU-10004904;Meble;Meble;"Eldon ""L"" Workstation Diamond Chairmat";-6,08;OBE-10;1;5
FUR-FU-10002396;Meble;Meble;DAX Copper Panel Document Frame, 5 x 7 Size;12,83;ANG-05;1;10
TEC-AC-10002331;Technologiczne;Akcesoria;Maxell 74 Minute CDR, 10/Pack;13,4;WTF-11;5;45
TEC-AC-10001090;Technologiczne;Akcesoria;Micro Innovations Wireless Classic Keyboard with Mouse;23,39;REN-17;12;108
FUR-BO-10004218;Meble;Regały;Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order;28,2;BBB-03;1;8
TEC-PH-10001619;Technologiczne;Telefony;LG G3;174,43;WTF-11;2;4
OFF-PA-10000246;Wsparcie biura;Papier;Riverleaf Stik-Withit Designer Note Cubes;10,67;PEN-28;2;4
OFF-PA-10001461;Wsparcie biura;Papier;HP Office Paper (20Lb. and 87 Bright);7,21;SCR-27;2;4
OFF-AR-10004165;Wsparcie biura;Artykuły;Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow;2,37;COL-25;10;70
OFF-EN-10001028;Wsparcie biura;Koperty;Staple envelope;12,7;LEC-23;15;150
TEC-PH-10003535;Technologiczne;Telefony;RCA ViSYS 25423RE1 Corded phone;86,99;PC--16;2;6
FUR-FU-10001085;Meble;Meble;3M Polarizing Light Filter Sleeves;19,77;BBB-03;1;5
OFF-AR-10003481;Wsparcie biura;Artykuły;Newell 348;2,92;PEN-28;25;200
OFF-PA-10002606;Wsparcie biura;Papier;Xerox 1928;5,54;HAR-21;2;6
FUR-FU-10003731;Meble;Meble;Eldon Expressions Wood and Plastic Desk Accessories, Oak;12,78;TER-06;1;6
OFF-AP-10001962;Wsparcie biura;Urządzenia;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;10,49;SCR-27;7;14
FUR-FU-10003798;Meble;Meble;"Ultra Door Kickplate, 8""H x 34""W";18,59;CRO-07;1;8
OFF-AR-10002704;Wsparcie biura;Artykuły;Boston 1900 Electric Pencil Sharpener;19,47;TYP-30;23;207
TEC-AC-10002942;Technologiczne;Akcesoria;WD My Passport Ultra 1TB Portable External Hard Drive;80,73;STI-12;5;50
TEC-MA-10001016;Technologiczne;Maszyny;Canon PC170 Desktop Personal Copier;107,17;X-H-15;3;9
TEC-AC-10001553;Technologiczne;Akcesoria;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack;20,56;NAN-19;10;100
FUR-FU-10001215;Meble;Meble;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";61,24;EXW-09;1;4
OFF-PA-10002499;Wsparcie biura;Papier;Xerox 1890;73,41;SCR-27;4;8
TEC-PH-10003215;Technologiczne;Telefony;Jackery Bar Premium Fast-charging Portable Charger;32,65;AKO-14;2;6
OFF-LA-10002945;Wsparcie biura;Etykiety;Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White;6,68;PLA-26;12;72
OFF-AR-10002766;Wsparcie biura;Artykuły;Prang Drawing Pencil Set;2,42;LEC-23;8;48
TEC-PH-10004434;Technologiczne;Telefony;Cisco IP Phone 7961G VoIP phone - Dark gray;121;AKO-14;1;4
FUR-BO-10000711;Meble;Regały;Hon Metal Bookcases, Gray;90,14;AVF-02;1;3
OFF-BI-10001120;Wsparcie biura;Segregatory;Ibico EPK-21 Electric Binding System;2816,09;MED-24;12;108
OFF-AP-10004655;Wsparcie biura;Urządzenia;Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter;-2,95;SCR-27;1;10
FUR-BO-10004360;Meble;Regały;Rush Hierlooms Collection Rich Wood Bookcases;181,91;AVF-02;1;9
TEC-AC-10000199;Technologiczne;Akcesoria;Kingston Digital DataTraveler 8GB USB 2.0;4,4;MIC-18;8;48
TEC-MA-10001127;Technologiczne;Maszyny;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";560;REN-17;3;6
OFF-AR-10001227;Wsparcie biura;Artykuły;Newell 338;3,73;PLA-26;22;132
FUR-CH-10000229;Meble;Krzesła;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;184,27;OBE-10;1;2
FUR-BO-10002853;Meble;Regały;O'Sullivan 5-Shelf Heavy-Duty Bookcases;102,43;STI-01;1;9
OFF-PA-10004022;Wsparcie biura;Papier;Hammermill Color Copier Paper (28Lb. and 96 Bright);14,49;TYP-30;3;12
OFF-PA-10004248;Wsparcie biura;Papier;Xerox 1990;5,54;TYP-30;1;3
OFF-PA-10001363;Wsparcie biura;Papier;Xerox 1933;18,05;HAR-21;2;4
OFF-BI-10003876;Wsparcie biura;Segregatory;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";64,2;TYP-30;8;72
OFF-EN-10004007;Wsparcie biura;Koperty;Park Ridge Embossed Executive Business Envelopes;22,89;COL-29;6;60
FUR-BO-10003894;Meble;Regały;Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black;70,98;STI-01;1;8
TEC-MA-10001570;Technologiczne;Maszyny;Cisco Desktop Collaboration Experience DX650 IP Video Phone;103,2;X-H-15;3;12
FUR-FU-10003930;Meble;Meble;Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;17,31;CRO-07;1;10
OFF-PA-10000232;Wsparcie biura;Papier;Xerox 1975;7,06;MED-24;3;9
OFF-AR-10001972;Wsparcie biura;Artykuły;Newell 323;1,45;MED-24;5;45
OFF-AR-10004587;Wsparcie biura;Artykuły;Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606;25,78;MED-24;13;91
OFF-AP-10001366;Wsparcie biura;Urządzenia;Staple holder;13,95;TYP-30;3;6
OFF-BI-10000216;Wsparcie biura;Segregatory;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";1,3;SCR-27;5;30
TEC-MA-10001047;Technologiczne;Maszyny;3D Systems Cube Printer, 2nd Generation, Magenta;1637,99;PMM-13;3;6
OFF-LA-10003720;Wsparcie biura;Etykiety;Avery 487;5,42;TYP-30;19;114
TEC-MA-10003246;Technologiczne;Maszyny;Hewlett-Packard Deskjet D4360 Printer;146,99;PC--16;3;15
FUR-FU-10000175;Meble;Meble;DAX Wood Document Frame.;17,99;AMP-04;1;9
OFF-PA-10000556;Wsparcie biura;Papier;Xerox 208;7;PEN-28;2;6
TEC-AC-10003237;Technologiczne;Akcesoria;Memorex Micro Travel Drive 4 GB;10,92;X-H-15;14;112
OFF-EN-10003068;Wsparcie biura;Koperty;#6 3/4 Gummed Flap White Envelopes;10,69;TYP-30;13;65
FUR-FU-10004053;Meble;Meble;DAX Two-Tone Silver Metal Document Frame;28,94;TER-06;1;5
OFF-PA-10000565;Wsparcie biura;Papier;Easy-staple paper;83,41;SCR-27;4;16
OFF-LA-10000414;Wsparcie biura;Etykiety;Avery 503;15,32;HAR-21;16;128
OFF-AP-10002998;Wsparcie biura;Urządzenia;Holmes 99% HEPA Air Purifier;20,14;SCR-27;4;24
FUR-BO-10004690;Meble;Regały;O'Sullivan Cherrywood Estates Traditional Barrister Bookcase;64,62;OBE-10;1;3
OFF-AR-10002445;Wsparcie biura;Artykuły;SANFORD Major Accent Highlighters;6,94;HAR-21;14;98
FUR-BO-10003546;Meble;Regały;Hon 4-Shelf Metal Bookcases;126,23;CRO-07;1;2
FUR-TA-10003392;Meble;Tabel;Global Adaptabilities Conference Tables;334,37;BES-08;1;4
OFF-AR-10003217;Wsparcie biura;Artykuły;Newell 316;4,3;PIE-22;8;80
OFF-ST-10001932;Wsparcie biura;Składowanie;Fellowes Staxonsteel Drawer Files;220,21;TYP-30;5;50
OFF-AR-10001761;Wsparcie biura;Artykuły;Avery Hi-Liter Smear-Safe Highlighters;7,94;TYP-30;17;136
OFF-EN-10003567;Wsparcie biura;Koperty;"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box";32,31;SCR-27;20;160
OFF-PA-10003022;Wsparcie biura;Papier;Xerox 1992;6,52;PIE-22;2;6
FUR-TA-10004442;Meble;Tabel;Riverside Furniture Stanwyck Manor Table Series;77,45;BES-08;1;10
OFF-ST-10000129;Wsparcie biura;Składowanie;Fellowes Recycled Storage Drawers;118,8;COL-25;2;14
OFF-PA-10004948;Wsparcie biura;Papier;Xerox 190;7,32;MED-24;2;6
OFF-PA-10001725;Wsparcie biura;Papier;Xerox 1892;57,75;TYP-30;1;3
TEC-PH-10000213;Technologiczne;Telefony;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;27,29;AKO-14;1;5
OFF-PA-10000807;Wsparcie biura;Papier;"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad";6,29;PEN-28;2;8
